_id,event_time,symbol,trade_id,price,quantity,buyer_order_id,seller_order_id,trade_time,side
ObjectId("5b51523f2c3f9006d8b23fd1"),1532056125519,XLMBTC,11665661,0.00004037,966,37725794,37725802,1532056125518,sell
ObjectId("5b51523f2c3f9006d8b23fd2"),1532056125530,XLMBTC,11665662,0.00004037,812,37725803,37725802,1532056125530,buy
ObjectId("5b51523f2c3f9006d8b23fd3"),1532056125542,XLMBTC,11665663,0.00004037,384,37725803,37725804,1532056125542,sell
ObjectId("5b51523f2c3f9006d8b23fd4"),1532056125567,XLMBTC,11665664,0.00004037,966,37725803,37725805,1532056125568,sell
ObjectId("5b5152412c3f9006d8b23fd5"),1532056127471,XLMBTC,11665665,0.00004038,1201,37725810,37725781,1532056127469,buy
ObjectId("5b5152412c3f9006d8b23fd6"),1532056127471,XLMBTC,11665666,0.00004038,872,37725810,37725785,1532056127469,buy
ObjectId("5b5152412c3f9006d8b23fd7"),1532056127471,XLMBTC,11665667,0.00004038,2641,37725810,37725801,1532056127469,buy
ObjectId("5b5152442c3f9006d8b23fd8"),1532056130887,XLMBTC,11665668,0.00004038,132,37725829,37725827,1532056130887,buy
ObjectId("5b5152442c3f9006d8b23fd9"),1532056130887,XLMBTC,11665669,0.00004038,178,37725829,37725828,1532056130887,buy
ObjectId("5b5152542c3f9006d8b23fda"),1532056146572,XLMBTC,11665670,0.00004038,666,37725830,37725856,1532056146571,sell
ObjectId("5b5152552c3f9006d8b23fdb"),1532056147448,XLMBTC,11665671,0.00004037,333,37725860,37725858,1532056147455,buy
ObjectId("5b5152552c3f9006d8b23fdc"),1532056147883,XLMBTC,11665672,0.00004037,1315,37725861,37725858,1532056147885,buy
ObjectId("5b5152552c3f9006d8b23fdd"),1532056147883,XLMBTC,11665673,0.00004037,79,37725861,37725859,1532056147885,buy
ObjectId("5b51525a2c3f9006d8b23fde"),1532056152516,XLMBTC,11665674,0.00004038,7,37725872,37725856,1532056152516,buy
ObjectId("5b51525a2c3f9006d8b23fdf"),1532056152886,XLMBTC,11665675,0.00004038,522,37725873,37725856,1532056152885,buy
ObjectId("5b51525c2c3f9006d8b23fe0"),1532056154016,XLMBTC,11665676,0.00004038,81,37725874,37725883,1532056154018,sell
ObjectId("5b51525c2c3f9006d8b23fe1"),1532056154885,XLMBTC,11665677,0.00004038,1729,37725885,37725883,1532056154891,buy
ObjectId("5b51525e2c3f9006d8b23fe2"),1532056156120,XLMBTC,11665678,0.00004037,41207,37725870,37725890,1532056156120,sell
ObjectId("5b5152672c3f9006d8b23fe3"),1532056164983,XLMBTC,11665679,0.00004037,13974,37725899,37725907,1532056164982,sell
ObjectId("5b5152672c3f9006d8b23fe4"),1532056164995,XLMBTC,11665680,0.00004037,17046,37725908,37725907,1532056165002,buy
ObjectId("5b5152672c3f9006d8b23fe5"),1532056165005,XLMBTC,11665681,0.00004037,13974,37725908,37725909,1532056165004,sell
ObjectId("5b51526d2c3f9006d8b23fe6"),1532056171150,XLMBTC,11665682,0.00004038,29,37725930,37725900,1532056171150,buy
ObjectId("5b51527f2c3f9006d8b23fe7"),1532056189424,XLMBTC,11665683,0.00004038,137,37725962,37725900,1532056189423,buy
ObjectId("5b51527f2c3f9006d8b23fe8"),1532056189424,XLMBTC,11665684,0.00004038,49,37725962,37725914,1532056189423,buy
ObjectId("5b51527f2c3f9006d8b23fe9"),1532056189424,XLMBTC,11665685,0.00004038,643,37725962,37725935,1532056189423,buy
ObjectId("5b5152812c3f9006d8b23fea"),1532056191574,XLMBTC,11665686,0.00004038,1686,37725965,37725935,1532056191578,buy
ObjectId("5b51528b2c3f9006d8b23feb"),1532056201867,XLMBTC,11665687,0.00004037,249,37725966,37725977,1532056201869,sell
ObjectId("5b51528c2c3f9006d8b23fec"),1532056202120,XLMBTC,11665688,0.00004037,249,37725966,37725978,1532056202119,sell
ObjectId("5b51528c2c3f9006d8b23fed"),1532056202206,XLMBTC,11665689,0.00004038,1927,37725979,37725935,1532056202205,buy
ObjectId("5b51528e2c3f9006d8b23fee"),1532056203935,XLMBTC,11665690,0.00004039,2,37725984,37725633,1532056203936,buy
ObjectId("5b51528f2c3f9006d8b23fef"),1532056205512,XLMBTC,11665691,0.00004039,313,37725986,37725633,1532056205511,buy
ObjectId("5b5152912c3f9006d8b23ff0"),1532056207700,XLMBTC,11665692,0.00004038,1521,37725979,37725995,1532056207699,sell
ObjectId("5b5152952c3f9006d8b23ff1"),1532056211587,XLMBTC,11665693,0.00004039,147,37726001,37725999,1532056211591,buy
ObjectId("5b5152952c3f9006d8b23ff2"),1532056211693,XLMBTC,11665694,0.00004038,6,37725979,37726002,1532056211692,sell
ObjectId("5b5152972c3f9006d8b23ff3"),1532056213529,XLMBTC,11665695,0.00004039,682,37726005,37726004,1532056213533,buy
ObjectId("5b5152972c3f9006d8b23ff4"),1532056213886,XLMBTC,11665696,0.00004039,415,37726006,37726004,1532056213892,buy
ObjectId("5b5152982c3f9006d8b23ff5"),1532056214534,XLMBTC,11665697,0.0000404,152,37726008,37725993,1532056214537,buy
ObjectId("5b5152982c3f9006d8b23ff6"),1532056214534,XLMBTC,11665698,0.00004041,95,37726008,37725500,1532056214537,buy
ObjectId("5b51529a2c3f9006d8b23ff7"),1532056215936,XLMBTC,11665699,0.00004041,2499,37726015,37725500,1532056215936,buy
ObjectId("5b5152a62c3f9006d8b23ff8"),1532056228102,XLMBTC,11665700,0.00004045,500,37726049,37726018,1532056228103,buy
ObjectId("5b5152a82c3f9006d8b23ff9"),1532056230658,XLMBTC,11665701,0.00004045,813,37726060,37726018,1532056230658,buy
ObjectId("5b5152a82c3f9006d8b23ffa"),1532056230878,XLMBTC,11665702,0.00004045,451,37726064,37726018,1532056230879,buy
ObjectId("5b5152a82c3f9006d8b23ffb"),1532056230878,XLMBTC,11665703,0.00004045,1764,37726064,37726019,1532056230879,buy
ObjectId("5b5152a92c3f9006d8b23ffc"),1532056231393,XLMBTC,11665704,0.00004042,29408,37726047,37726065,1532056231393,sell
ObjectId("5b5152a92c3f9006d8b23ffd"),1532056231408,XLMBTC,11665705,0.00004042,23320,37726048,37726066,1532056231409,sell
ObjectId("5b5152aa2c3f9006d8b23ffe"),1532056232168,XLMBTC,11665706,0.00004045,1019,37726070,37726068,1532056232167,buy
ObjectId("5b5152aa2c3f9006d8b23fff"),1532056232273,XLMBTC,11665707,0.00004045,428,37726072,37726068,1532056232274,buy
ObjectId("5b5152aa2c3f9006d8b24000"),1532056232698,XLMBTC,11665708,0.00004045,24,37726075,37726068,1532056232698,buy
ObjectId("5b5152aa2c3f9006d8b24001"),1532056232698,XLMBTC,11665709,0.00004045,613,37726075,37726069,1532056232698,buy
ObjectId("5b5152ab2c3f9006d8b24002"),1532056233711,XLMBTC,11665710,0.00004041,1966,37726030,37726076,1532056233711,sell
ObjectId("5b5152b72c3f9006d8b24003"),1532056245256,XLMBTC,11665711,0.0000404,9846,37726098,37726109,1532056245254,sell
ObjectId("5b5152b72c3f9006d8b24004"),1532056245256,XLMBTC,11665712,0.0000404,20232,37726099,37726109,1532056245254,sell
ObjectId("5b5152b82c3f9006d8b24005"),1532056246477,XLMBTC,11665713,0.0000404,31954,37726099,37726113,1532056246476,sell
ObjectId("5b5152b82c3f9006d8b24006"),1532056246477,XLMBTC,11665714,0.0000404,14500,37726105,37726113,1532056246476,sell
ObjectId("5b5152bb2c3f9006d8b24007"),1532056249499,XLMBTC,11665715,0.00004039,5000,37726125,37726117,1532056249501,buy
ObjectId("5b5152be2c3f9006d8b24008"),1532056251963,XLMBTC,11665716,0.00004038,5488,37725979,37726131,1532056251962,sell
ObjectId("5b5152be2c3f9006d8b24009"),1532056251963,XLMBTC,11665717,0.00004038,700,37725998,37726131,1532056251962,sell
ObjectId("5b5152be2c3f9006d8b2400a"),1532056251963,XLMBTC,11665718,0.00004038,2200,37726009,37726131,1532056251962,sell
ObjectId("5b5152be2c3f9006d8b2400b"),1532056251963,XLMBTC,11665719,0.00004038,660,37726093,37726131,1532056251962,sell
ObjectId("5b5152be2c3f9006d8b2400c"),1532056251963,XLMBTC,11665720,0.00004038,700,37726101,37726131,1532056251962,sell
ObjectId("5b5152be2c3f9006d8b2400d"),1532056251963,XLMBTC,11665721,0.00004038,210,37726114,37726131,1532056251962,sell
ObjectId("5b5152be2c3f9006d8b2400e"),1532056251963,XLMBTC,11665722,0.00004038,10500,37726119,37726131,1532056251962,sell
ObjectId("5b5152be2c3f9006d8b2400f"),1532056251977,XLMBTC,11665723,0.00004038,5506,37726132,37726131,1532056251979,buy
ObjectId("5b5152be2c3f9006d8b24010"),1532056251989,XLMBTC,11665724,0.00004039,39418,37726133,37726117,1532056251988,buy
ObjectId("5b5152be2c3f9006d8b24011"),1532056252014,XLMBTC,11665725,0.0000404,5732,37726134,37726113,1532056252013,buy
ObjectId("5b5152be2c3f9006d8b24012"),1532056252283,XLMBTC,11665726,0.0000404,2854,37726134,37726135,1532056252287,sell
ObjectId("5b5152be2c3f9006d8b24013"),1532056252288,XLMBTC,11665727,0.0000404,5000,37726134,37726136,1532056252287,sell
ObjectId("5b5152ca2c3f9006d8b24014"),1532056264034,XLMBTC,11665728,0.00004041,38968,37726160,37726168,1532056264033,sell
ObjectId("5b5152ca2c3f9006d8b24015"),1532056264068,XLMBTC,11665729,0.0000404,38600,37726134,37726169,1532056264068,sell
ObjectId("5b5152ca2c3f9006d8b24016"),1532056264892,XLMBTC,11665730,0.00004039,5000,37726133,37726171,1532056264893,sell
ObjectId("5b5152ca2c3f9006d8b24017"),1532056264892,XLMBTC,11665731,0.00004039,544,37726140,37726171,1532056264893,sell
ObjectId("5b5152ca2c3f9006d8b24018"),1532056264892,XLMBTC,11665732,0.00004039,275,37726155,37726171,1532056264893,sell
ObjectId("5b5152cd2c3f9006d8b24019"),1532056267402,XLMBTC,11665733,0.00004037,48,37725966,37726181,1532056267400,sell
ObjectId("5b5152cd2c3f9006d8b2401a"),1532056267418,XLMBTC,11665734,0.00004039,1034,37726182,37726179,1532056267418,buy
ObjectId("5b5152cd2c3f9006d8b2401b"),1532056267423,XLMBTC,11665735,0.00004037,1389,37725966,37726183,1532056267426,sell
ObjectId("5b5152cd2c3f9006d8b2401c"),1532056267423,XLMBTC,11665736,0.00004037,9175,37726077,37726183,1532056267426,sell
ObjectId("5b5152cd2c3f9006d8b2401d"),1532056267786,XLMBTC,11665737,0.00004039,320,37726184,37726179,1532056267786,buy
ObjectId("5b5152ce2c3f9006d8b2401e"),1532056268496,XLMBTC,11665738,0.0000404,13586,37726185,37726169,1532056268495,buy
ObjectId("5b5152ce2c3f9006d8b2401f"),1532056268712,XLMBTC,11665739,0.0000404,2981,37726185,37726186,1532056268711,sell
ObjectId("5b5152ce2c3f9006d8b24020"),1532056268888,XLMBTC,11665740,0.0000404,29833,37726185,37726190,1532056268888,sell
ObjectId("5b5152d22c3f9006d8b24021"),1532056271911,XLMBTC,11665741,0.0000404,200,37726185,37726206,1532056271912,sell
ObjectId("5b5152d32c3f9006d8b24022"),1532056273570,XLMBTC,11665742,0.0000404,829,37726185,37726211,1532056273573,sell
ObjectId("5b5152d52c3f9006d8b24023"),1532056274987,XLMBTC,11665743,0.0000404,1730,37726185,37726217,1532056274988,sell
ObjectId("5b5152d62c3f9006d8b24024"),1532056276112,XLMBTC,11665744,0.0000404,57,37726185,37726221,1532056276111,sell
ObjectId("5b5152d62c3f9006d8b24025"),1532056276360,XLMBTC,11665745,0.0000404,892,37726185,37726222,1532056276364,sell
ObjectId("5b5152d72c3f9006d8b24026"),1532056277358,XLMBTC,11665746,0.0000404,2078,37726185,37726226,1532056277359,sell
ObjectId("5b5152d82c3f9006d8b24027"),1532056278881,XLMBTC,11665747,0.00004039,5064,37726192,37726233,1532056278881,sell
ObjectId("5b5152db2c3f9006d8b24028"),1532056281383,XLMBTC,11665748,0.00004036,198,37725760,37726240,1532056281380,sell
ObjectId("5b5152db2c3f9006d8b24029"),1532056281383,XLMBTC,11665749,0.00004036,592,37725972,37726240,1532056281380,sell
ObjectId("5b5152db2c3f9006d8b2402a"),1532056281383,XLMBTC,11665750,0.00004034,345,37719026,37726240,1532056281380,sell
ObjectId("5b5152db2c3f9006d8b2402b"),1532056281383,XLMBTC,11665751,0.00004033,42,37721441,37726240,1532056281380,sell
ObjectId("5b5152db2c3f9006d8b2402c"),1532056281383,XLMBTC,11665752,0.00004033,37,37724798,37726240,1532056281380,sell
ObjectId("5b5152db2c3f9006d8b2402d"),1532056281383,XLMBTC,11665753,0.00004033,210,37726229,37726240,1532056281380,sell
ObjectId("5b5152db2c3f9006d8b2402e"),1532056281383,XLMBTC,11665754,0.00004033,700,37726232,37726240,1532056281380,sell
ObjectId("5b5152db2c3f9006d8b2402f"),1532056281383,XLMBTC,11665755,0.00004032,129,37720837,37726240,1532056281380,sell
ObjectId("5b5152db2c3f9006d8b24030"),1532056281383,XLMBTC,11665756,0.00004032,94,37725495,37726240,1532056281380,sell
ObjectId("5b5152db2c3f9006d8b24031"),1532056281400,XLMBTC,11665757,0.00004032,1243,37726241,37726240,1532056281399,buy
ObjectId("5b5152db2c3f9006d8b24032"),1532056281714,XLMBTC,11665758,0.00004032,1875,37726242,37726240,1532056281713,buy
ObjectId("5b5152db2c3f9006d8b24033"),1532056281714,XLMBTC,11665759,0.00004032,1125,37726243,37726240,1532056281713,buy
ObjectId("5b5152dc2c3f9006d8b24034"),1532056281934,XLMBTC,11665760,0.00004032,377,37726245,37726240,1532056281939,buy
ObjectId("5b5152dc2c3f9006d8b24035"),1532056281936,XLMBTC,11665761,0.00004032,218,37726246,37726240,1532056281939,buy
ObjectId("5b5152dc2c3f9006d8b24036"),1532056282243,XLMBTC,11665762,0.00004032,100,37726249,37726240,1532056282241,buy
ObjectId("5b5152dc2c3f9006d8b24037"),1532056282338,XLMBTC,11665763,0.00004032,4334,37726250,37726240,1532056282339,buy
ObjectId("5b5152dc2c3f9006d8b24038"),1532056282447,XLMBTC,11665764,0.00004032,161,37726251,37726240,1532056282448,buy
ObjectId("5b5152dc2c3f9006d8b24039"),1532056282468,XLMBTC,11665765,0.00004032,768,37726252,37726240,1532056282472,buy
ObjectId("5b5152dc2c3f9006d8b2403a"),1532056282663,XLMBTC,11665766,0.00004032,37,37726253,37726240,1532056282663,buy
ObjectId("5b5152de2c3f9006d8b2403b"),1532056284088,XLMBTC,11665767,0.00004031,8,37722705,37726268,1532056284089,sell
ObjectId("5b5152de2c3f9006d8b2403c"),1532056284484,XLMBTC,11665768,0.00004031,17,37722705,37726270,1532056284484,sell
ObjectId("5b5152de2c3f9006d8b2403d"),1532056284484,XLMBTC,11665769,0.00004031,268,37726187,37726270,1532056284484,sell
ObjectId("5b5152df2c3f9006d8b2403e"),1532056285534,XLMBTC,11665770,0.00004032,1615,37726277,37726240,1532056285535,buy
ObjectId("5b5152df2c3f9006d8b2403f"),1532056285625,XLMBTC,11665771,0.00004032,6,37726278,37726240,1532056285624,buy
ObjectId("5b5152e32c3f9006d8b24040"),1532056289483,XLMBTC,11665772,0.00004032,18,37726301,37726240,1532056289482,buy
ObjectId("5b5152e32c3f9006d8b24041"),1532056289483,XLMBTC,11665773,0.00004039,61,37726301,37726287,1532056289482,buy
ObjectId("5b5152eb2c3f9006d8b24042"),1532056297140,XLMBTC,11665774,0.00004037,32,37726336,37726332,1532056297141,buy
ObjectId("5b5152f42c3f9006d8b24043"),1532056306453,XLMBTC,11665775,0.00004036,16830,37726361,37726348,1532056306452,buy
ObjectId("5b5152f42c3f9006d8b24044"),1532056306468,XLMBTC,11665776,0.00004036,27569,37726362,37726349,1532056306468,buy
ObjectId("5b5152f92c3f9006d8b24045"),1532056311045,XLMBTC,11665777,0.00004036,44399,37726377,37726364,1532056311046,buy
ObjectId("5b5152f92c3f9006d8b24046"),1532056311109,XLMBTC,11665778,0.00004037,120,37726379,37726332,1532056311109,buy
ObjectId("5b5152fe2c3f9006d8b24047"),1532056316503,XLMBTC,11665779,0.00004037,4,37726404,37726332,1532056316503,buy
ObjectId("5b5153012c3f9006d8b24048"),1532056319849,XLMBTC,11665780,0.00004033,7,37726405,37726412,1532056319847,sell
ObjectId("5b5153052c3f9006d8b24049"),1532056323873,XLMBTC,11665781,0.00004036,343,37726424,37726414,1532056323872,buy
ObjectId("5b5153072c3f9006d8b2404a"),1532056325042,XLMBTC,11665782,0.00004036,44056,37726427,37726414,1532056325042,buy
ObjectId("5b5153092c3f9006d8b2404b"),1532056327071,XLMBTC,11665783,0.00004031,392,37726187,37726437,1532056327071,sell
ObjectId("5b5153092c3f9006d8b2404c"),1532056327071,XLMBTC,11665784,0.0000403,25,37722702,37726437,1532056327071,sell
ObjectId("5b5153092c3f9006d8b2404d"),1532056327071,XLMBTC,11665785,0.0000403,6,37722759,37726437,1532056327071,sell
ObjectId("5b51530b2c3f9006d8b2404e"),1532056329823,XLMBTC,11665786,0.00004035,131,37726447,37726444,1532056329823,buy
ObjectId("5b51530c2c3f9006d8b2404f"),1532056330315,XLMBTC,11665787,0.00004035,65,37726449,37726444,1532056330315,buy
ObjectId("5b51530c2c3f9006d8b24050"),1532056330720,XLMBTC,11665788,0.00004035,5,37726450,37726444,1532056330720,buy
ObjectId("5b51530e2c3f9006d8b24051"),1532056332139,XLMBTC,11665789,0.00004035,44552,37726457,37726444,1532056332139,buy
ObjectId("5b51530e2c3f9006d8b24052"),1532056332718,XLMBTC,11665790,0.00004035,201,37726457,37726461,1532056332720,sell
ObjectId("5b5153132c3f9006d8b24053"),1532056337308,XLMBTC,11665791,0.00004031,130,37726464,37726476,1532056337307,sell
ObjectId("5b5153132c3f9006d8b24054"),1532056337887,XLMBTC,11665792,0.00004035,44753,37726479,37726467,1532056337887,buy
ObjectId("5b51531e2c3f9006d8b24055"),1532056348324,XLMBTC,11665793,0.00004032,47,37726511,37726509,1532056348324,buy
ObjectId("5b51531f2c3f9006d8b24056"),1532056349821,XLMBTC,11665794,0.00004032,2,37726517,37726509,1532056349820,buy
ObjectId("5b5153212c3f9006d8b24057"),1532056351557,XLMBTC,11665795,0.00004032,44738,37726524,37726509,1532056351555,buy
ObjectId("5b5153272c3f9006d8b24058"),1532056357161,XLMBTC,11665796,0.00004031,37,37726527,37726532,1532056357159,sell
ObjectId("5b5153272c3f9006d8b24059"),1532056357161,XLMBTC,11665797,0.0000403,23,37722759,37726532,1532056357159,sell
ObjectId("5b5153272c3f9006d8b2405a"),1532056357161,XLMBTC,11665798,0.0000403,434,37726495,37726532,1532056357159,sell
ObjectId("5b5153282c3f9006d8b2405b"),1532056358687,XLMBTC,11665799,0.00004032,200,37726539,37726535,1532056358688,buy
ObjectId("5b51532a2c3f9006d8b2405c"),1532056360613,XLMBTC,11665800,0.00004032,576,37726543,37726535,1532056360614,buy
ObjectId("5b51532c2c3f9006d8b2405d"),1532056362343,XLMBTC,11665801,0.00004031,52,37726548,37726547,1532056362343,buy
ObjectId("5b51532e2c3f9006d8b2405e"),1532056364350,XLMBTC,11665802,0.00004031,698,37726555,37726547,1532056364350,buy
ObjectId("5b51532e2c3f9006d8b2405f"),1532056364841,XLMBTC,11665803,0.00004031,198,37726557,37726547,1532056364841,buy
ObjectId("5b5153302c3f9006d8b24060"),1532056366613,XLMBTC,11665804,0.00004031,43899,37726561,37726547,1532056366612,buy
ObjectId("5b5153302c3f9006d8b24061"),1532056366613,XLMBTC,11665805,0.00004031,948,37726561,37726560,1532056366612,buy
ObjectId("5b5153302c3f9006d8b24062"),1532056366645,XLMBTC,11665806,0.00004031,201,37726562,37726560,1532056366646,buy
ObjectId("5b5153332c3f9006d8b24063"),1532056369061,XLMBTC,11665807,0.00004031,200,37726569,37726560,1532056369061,buy
ObjectId("5b51533a2c3f9006d8b24064"),1532056376058,XLMBTC,11665808,0.00004031,2651,37726588,37726560,1532056376057,buy
ObjectId("5b51533a2c3f9006d8b24065"),1532056376058,XLMBTC,11665809,0.00004032,232,37726588,37726535,1532056376057,buy
ObjectId("5b51533a2c3f9006d8b24066"),1532056376058,XLMBTC,11665810,0.00004032,680,37726588,37726558,1532056376057,buy
ObjectId("5b51533a2c3f9006d8b24067"),1532056376058,XLMBTC,11665811,0.00004032,1634,37726588,37726566,1532056376057,buy
ObjectId("5b51533a2c3f9006d8b24068"),1532056376058,XLMBTC,11665812,0.00004033,1303,37726588,37726505,1532056376057,buy
ObjectId("5b51533b2c3f9006d8b24069"),1532056376935,XLMBTC,11665813,0.00004033,1444,37726594,37726505,1532056376935,buy
ObjectId("5b51533b2c3f9006d8b2406a"),1532056376935,XLMBTC,11665814,0.00004036,1331,37726594,37726440,1532056376935,buy
ObjectId("5b51533b2c3f9006d8b2406b"),1532056376935,XLMBTC,11665815,0.00004036,1667,37726594,37726482,1532056376935,buy
ObjectId("5b51533b2c3f9006d8b2406c"),1532056376935,XLMBTC,11665816,0.00004037,1187,37726594,37726332,1532056376935,buy
ObjectId("5b51533b2c3f9006d8b2406d"),1532056376935,XLMBTC,11665817,0.00004037,871,37726594,37726354,1532056376935,buy
ObjectId("5b51534d2c3f9006d8b2406e"),1532056395762,XLMBTC,11665818,0.00004034,1,37726644,37726636,1532056395762,buy
ObjectId("5b51534f2c3f9006d8b2406f"),1532056397336,XLMBTC,11665819,0.00004034,33279,37726648,37726636,1532056397335,buy
ObjectId("5b51534f2c3f9006d8b24070"),1532056397336,XLMBTC,11665820,0.00004034,1,37726648,37726637,1532056397335,buy
ObjectId("5b51534f2c3f9006d8b24071"),1532056397354,XLMBTC,11665821,0.00004034,11532,37726649,37726637,1532056397354,buy
ObjectId("5b5153512c3f9006d8b24072"),1532056399725,XLMBTC,11665822,0.00004035,123,37726654,37726631,1532056399725,buy
ObjectId("5b5153512c3f9006d8b24073"),1532056399725,XLMBTC,11665823,0.00004036,77,37726654,37726624,1532056399725,buy
ObjectId("5b5153512c3f9006d8b24074"),1532056399835,XLMBTC,11665824,0.00004034,1,37726649,37726655,1532056399837,sell
ObjectId("5b5153512c3f9006d8b24075"),1532056399835,XLMBTC,11665825,0.00004032,1,37726645,37726655,1532056399837,sell
ObjectId("5b5153522c3f9006d8b24076"),1532056400166,XLMBTC,11665826,0.00004036,1,37726656,37726624,1532056400165,buy
ObjectId("5b5153542c3f9006d8b24077"),1532056402666,XLMBTC,11665827,0.00004032,247,37726645,37726663,1532056402664,sell
ObjectId("5b5153542c3f9006d8b24078"),1532056402666,XLMBTC,11665828,0.00004031,835,37726603,37726663,1532056402664,sell
ObjectId("5b51535a2c3f9006d8b24079"),1532056408058,XLMBTC,11665829,0.00004035,6600,37726679,37726669,1532056408057,buy
ObjectId("5b51535c2c3f9006d8b2407a"),1532056410505,XLMBTC,11665830,0.00004032,116,37726674,37726690,1532056410505,sell
ObjectId("5b51535e2c3f9006d8b2407b"),1532056412194,XLMBTC,11665831,0.00004032,65,37726674,37726693,1532056412194,sell
ObjectId("5b5153612c3f9006d8b2407c"),1532056415746,XLMBTC,11665832,0.00004032,2,37726674,37726697,1532056415746,sell
ObjectId("5b5153662c3f9006d8b2407d"),1532056420411,XLMBTC,11665833,0.00004035,14,37726703,37726700,1532056420413,buy
ObjectId("5b5153692c3f9006d8b2407e"),1532056423618,XLMBTC,11665834,0.00004034,13000,37726711,37726706,1532056423619,buy
ObjectId("5b51536b2c3f9006d8b2407f"),1532056425029,XLMBTC,11665835,0.00004034,13000,37726713,37726706,1532056425031,buy
ObjectId("5b51536c2c3f9006d8b24080"),1532056425901,XLMBTC,11665836,0.00004034,6500,37726717,37726706,1532056425901,buy
ObjectId("5b51536c2c3f9006d8b24081"),1532056425966,XLMBTC,11665837,0.00004034,248,37726719,37726706,1532056425968,buy
ObjectId("5b51536c2c3f9006d8b24082"),1532056426056,XLMBTC,11665838,0.00004034,1464,37726720,37726706,1532056426059,buy
ObjectId("5b51536c2c3f9006d8b24083"),1532056426372,XLMBTC,11665839,0.00004034,224,37726724,37726706,1532056426374,buy
ObjectId("5b51536c2c3f9006d8b24084"),1532056426462,XLMBTC,11665840,0.00004034,10377,37726725,37726706,1532056426465,buy
ObjectId("5b51536d2c3f9006d8b24085"),1532056426924,XLMBTC,11665841,0.00004035,937,37726728,37726700,1532056426927,buy
ObjectId("5b51536d2c3f9006d8b24086"),1532056426924,XLMBTC,11665842,0.00004035,1581,37726728,37726708,1532056426927,buy
ObjectId("5b51536e2c3f9006d8b24087"),1532056427921,XLMBTC,11665843,0.00004036,880,37726730,37726624,1532056427920,buy
ObjectId("5b51536e2c3f9006d8b24088"),1532056428169,XLMBTC,11665844,0.00004037,480,37726735,37726354,1532056428170,buy
ObjectId("5b51536e2c3f9006d8b24089"),1532056428331,XLMBTC,11665845,0.00004037,339,37726736,37726354,1532056428331,buy
ObjectId("5b51536e2c3f9006d8b2408a"),1532056428331,XLMBTC,11665846,0.00004037,121,37726736,37726438,1532056428331,buy
ObjectId("5b51536e2c3f9006d8b2408b"),1532056428331,XLMBTC,11665847,0.00004037,435,37726736,37726554,1532056428331,buy
ObjectId("5b5153702c3f9006d8b2408c"),1532056429924,XLMBTC,11665848,0.00004037,10419,37726743,37726554,1532056429924,buy
ObjectId("5b5153702c3f9006d8b2408d"),1532056429925,XLMBTC,11665849,0.00004037,1615,37726743,37726646,1532056429924,buy
ObjectId("5b5153702c3f9006d8b2408e"),1532056430126,XLMBTC,11665850,0.00004038,2130,37726745,37726401,1532056430126,buy
ObjectId("5b5153702c3f9006d8b2408f"),1532056430179,XLMBTC,11665851,0.00004038,895,37726746,37726401,1532056430180,buy
ObjectId("5b5153712c3f9006d8b24090"),1532056430920,XLMBTC,11665852,0.00004038,1792,37726750,37726401,1532056430919,buy
ObjectId("5b5153732c3f9006d8b24091"),1532056433164,XLMBTC,11665853,0.0000404,2,37726755,37726504,1532056433165,buy
ObjectId("5b5153752c3f9006d8b24092"),1532056434962,XLMBTC,11665854,0.0000404,2,37726760,37726504,1532056434962,buy
ObjectId("5b5153812c3f9006d8b24093"),1532056447314,XLMBTC,11665855,0.00004036,512,37726790,37726787,1532056447314,buy
ObjectId("5b5153822c3f9006d8b24094"),1532056448160,XLMBTC,11665856,0.00004034,3,37726725,37726791,1532056448162,sell
ObjectId("5b5153832c3f9006d8b24095"),1532056449598,XLMBTC,11665857,0.00004034,523,37726725,37726792,1532056449598,sell
ObjectId("5b5153872c3f9006d8b24096"),1532056453227,XLMBTC,11665858,0.00004036,423,37726799,37726787,1532056453225,buy
ObjectId("5b5153872c3f9006d8b24097"),1532056453227,XLMBTC,11665859,0.00004037,355,37726799,37726779,1532056453225,buy
ObjectId("5b51538a2c3f9006d8b24098"),1532056456189,XLMBTC,11665860,0.00004036,697,37726803,37726800,1532056456184,buy
ObjectId("5b51538c2c3f9006d8b24099"),1532056458458,XLMBTC,11665861,0.00004034,12827,37726725,37726807,1532056458458,sell
ObjectId("5b5153912c3f9006d8b2409a"),1532056463123,XLMBTC,11665862,0.00004036,1,37726816,37726800,1532056463124,buy
ObjectId("5b5153922c3f9006d8b2409b"),1532056464381,XLMBTC,11665863,0.00004036,830,37726817,37726800,1532056464380,buy
ObjectId("5b5153a92c3f9006d8b2409c"),1532056487275,XLMBTC,11665864,0.00004035,11,37726813,37726862,1532056487272,sell
ObjectId("5b5153a92c3f9006d8b2409d"),1532056487848,XLMBTC,11665865,0.00004036,1,37726865,37726800,1532056487851,buy
ObjectId("5b5153ae2c3f9006d8b2409e"),1532056492899,XLMBTC,11665866,0.00004036,45,37726871,37726800,1532056492898,buy
ObjectId("5b5153ae2c3f9006d8b2409f"),1532056492899,XLMBTC,11665867,0.00004036,148,37726871,37726870,1532056492898,buy
ObjectId("5b5153b62c3f9006d8b240a0"),1532056499928,XLMBTC,11665868,0.00004038,11720,37726889,37726882,1532056499929,buy
